"uSamp","407%","$43.7m","Software","California","Los Angeles",205,
"GRS Group","407%","$11.6m","Real Estate","California","Los Angeles",42,
"Bevilacqua Research","407%","$45.4m","Government Services","Alabama","Huntsville AL",204,
"Healthcare Growth Partners","407%","$7.1m","Financial Services","Illinois","Chicago",5,
"Commercial Bargains","406%","$3.8m","Retail","Wisconsin","Milwaukee-Waukesha-West Allis WI",10,
"Renters Warehouse","406%","$9m","Real Estate","Minnesota","Minneapolis",180,
"Curbed Media","406%","$5.1m","Media","New York","New York City",45,
"Health Affiliates Maine","405%","$11.3m","Health","Maine","Lewiston-Auburn ME",230,
"Richter10.2 Media Group","405%","$2.4m","Advertising & Marketing","Washington","Seattle",50,
"Kore Federal","404%","$22.4m","Government Services","Virginia","Washington DC",110,
"YOR Health","404%","$31.7m","Health","California","Los Angeles",27,
"Veracode","404%","$29.4m","Software","Massachusetts","Boston",205,
"Tarte","403%","$52.4m","Retail","New York","New York City",100,
"Alliance Exposition Services","402%","$4.6m","Business Products & Services","Virginia","Washington DC",24,
"PharmaHealth Specialty Pharmacy","401%","$50.2m","Health","Massachusetts","Providence-New Bedford-Fall River RI-MA",85,
"SingleHop","401%","$29m","IT Services","Illinois","Chicago",100,
"Lumitec Lighting","400%","$5.3m","Manufacturing","Florida","Miami",24,
"OrgSync","400%","$2.4m","Software","Texas","Dallas",34,
"Shockoe Commerce","400%","$16m","Consumer Products & Services","Virginia","Richmond VA",20,
"Blue Box","399%","$8.9m","IT Services","Washington","Seattle",53,
"The Health Law Partners","399%","$7.9m","Business Products & Services","Michigan","Detroit",32,
"Innovative Spa Management","399%","$4.2m","Business Products & Services","North Carolina","Asheville NC",256,
"Popchips","398%","$93.2m","Food & Beverage","California","San Francisco",0,
"DoublePositive","397%","$26.2m","Advertising & Marketing","Maryland","Baltimore",70,
"Waveguide","396%","$23.3m","Telecommunications","New Hampshire","Manchester-Nashua NH",101,
"Dionysus Consulting","396%","$3.3m","Advertising & Marketing","New York","New York City",22,
"ValidaTek","395%","$6.7m","IT Services","Virginia","Washington DC",37,
"Systems Made Simple","394%","$167.1m","IT Services","New York","Syracuse NY",382,
"One-World","394%","$9.8m","Health","Georgia","Atlanta",10,
"e-Stet","394%","$3.4m","Business Products & Services","California","Los Angeles",15,
"American Partners","394%","$28m","IT Services","Rhode Island","Providence-New Bedford-Fall River RI-MA",23,
"Merchandize Liquidators","394%","$9m","Business Products & Services","Florida","Miami",15,
"Mansion Athletics","393%","$2.6m","Retail","Texas","Austin",25,
"Varrow","393%","$83.6m","IT Services","North Carolina","Greensboro-High Point NC",80,
"ekSource Technologies","391%","$3.3m","IT Services","Virginia","Washington DC",34,
"Reliant Realty","390%","$13.4m","Real Estate","Tennessee","Nashville",560,
"Global Strategic Management Institute","390%","$2.7m","Education","California","San Diego",8,
"InGenesis","389%","$83.6m","Business Products & Services","Texas","San Antonio TX",1126,
"Quake Global","389%","$26.2m","Telecommunications","California","San Diego",75,
"Primeskill Staffing","388%","$16.8m","Human Resources","California","Oxnard-Thousand Oaks-Ventura CA",23,
"XpertTech","387%","$11.2m","IT Services","Massachusetts","Boston",150,
"Today's Growth Consultant","387%","$2.4m","IT Services","Illinois","Chicago",18,
"Mav6","387%","$42.6m","Government Services","Virginia","Washington DC",29,
"ProRecruiters","387%","$3.2m","Business Products & Services","Oklahoma","Tulsa OK",457,
"Service Nation","387%","$5m","Business Products & Services","Texas","Dallas",15,
"High Start Group","386%","$3.4m","Business Products & Services","Massachusetts","Boston",13,
"Renova Solar","386%","$3.3m","Energy","California","Riverside-San Bernardino-Ontario CA",41,
"MySupplyChainGroup","386%","$4.6m","Business Products & Services","Alabama","Birmingham-Hoover AL",11,
"Scrap Metal Services","385%","$356.5m","Manufacturing","Illinois","Chicago",500,
"Blue Fountain Media","385%","$14.1m","Advertising & Marketing","New York","New York City",180,
"AHEAD","384%","$159.5m","IT Services","Illinois","Chicago",140,
"Yashi","384%","$6.3m","Advertising & Marketing","New Jersey","New York City",16,
"Ruckus Wireless","384%","$214.6m","Telecommunications","California","San Jose",669,
"UpSurge Media Group","384%","$3.6m","Advertising & Marketing","New York","New York City",2,
"PayLease","383%","$12m","Financial Services","California","San Diego",53,
"Spartina 449","383%","$7.2m","Retail","South Carolina","Hilton Head Island-Beaufort SC",22,
"Buildium","383%","$5.3m","Software","Massachusetts","Boston",36,
"Workplace Solutions","383%","$6.9m","Business Products & Services","Virginia","Virginia Beach-Norfolk-Newport News VA-NC",12,
"ArkNet Media","382%","$5.3m","Consumer Products & Services","New York","New York City",20,
"Aldridge","381%","$7.8m","IT Services","Texas","Houston",41,
"Eating Recovery Center","381%","$44.1m","Health","Colorado","Denver",375,
"Highwire Public Relations","380%","$4m","Advertising & Marketing","California","San Francisco",23,
"Balance Staffing","379%","$32.6m","Human Resources","Florida","Miami",32,
"Avella Specialty Pharmacy","379%","$493.9m","Health","Arizona","Phoenix",343,
"Vista Imaging Services","379%","$22m","Health","California","Sacramento--Arden-Arcade--Roseville CA",45,
"Hathaway","378%","$10.9m","Energy","California","Bakersfield CA",20,
"Insyght Interactive","378%","$11.2m","Health","California","Los Angeles",37,
"Immedion","377%","$9.8m","IT Services","South Carolina","Greenville-Mauldin-Easley SC",45,
"AMTIS","377%","$3.5m","Government Services","Florida","Orlando FL",27,
"TG Manufacturing","377%","$7.6m","Manufacturing","Michigan","Grand Rapids-Wyoming MI",62,
"Stellar Development","377%","$8.4m","Construction","Florida","North Port-Sarasota-Bradenton FL",12,
"Dawson & Dawson","377%","$3m","Human Resources","California","Los Angeles",70,
"Streetwise Reports","377%","$4.4m","Media","California","Santa Rosa-Petaluma CA",26,
"One Source Networks","376%","$33.7m","Telecommunications","Texas","Austin",71,
"Stearns Lending","376%","$493.2m","Financial Services","California","Los Angeles",1382,
"The Orchid Boutique","376%","$2.4m","Retail","Florida","Miami",12,
"ClickAway","376%","$18.6m","Business Products & Services","California","San Jose",115,
"Adafruit Industries","375%","$8.7m","Manufacturing","New York","New York City",40,
"MCT TRADING","375%","$7m","Business Products & Services","California","San Diego",45,
"Aspenmark Roofing Solutions","374%","$10.6m","Construction","Texas","Dallas",9,
"Access Media 3","373%","$26.2m","Telecommunications","Illinois","Chicago",124,
"Prime-Line","373%","$22.8m","Manufacturing","Arkansas","Hot Springs AR",65,
"Vocalocity","372%","$42.8m","Telecommunications","Georgia","Atlanta",0,
"American Preferred Lending","372%","$4.2m","Financial Services","California","San Diego",16,
"Pathology Lab Solutions","372%","$2m","Health","Pennsylvania","Philadelphia",7,
"MedSys Group","372%","$22.2m","Health","Texas","Dallas",140,
"PureFormulas.com","372%","$30.7m","Health","Florida","Miami",100,
"Likeable Media","372%","$5m","Advertising & Marketing","New York","New York City",65,
"DealerOn","371%","$6.1m","Advertising & Marketing","Maryland","Washington DC",36,
"Mobifusion","371%","$8m","Media","California","San Francisco",49,
"JBK Associates International","370%","$3m","Human Resources","New Jersey","New York City",13,
"Riviera Partners","370%","$11.9m","Human Resources","California","San Francisco",57,
"DA Stores","370%","$4.7m","Retail","California","Los Angeles",13,
"Dyn","369%","$30.1m","IT Services","New Hampshire","Manchester-Nashua NH",234,
"FastMed Urgent Care","369%","$35.1m","Health","North Carolina","Raleigh-Cary NC",470,
"SPHERE CONSULTING","368%","$6.1m","Software","Illinois","Chicago",100,
"Affirma Consulting","367%","$10.8m","Business Products & Services","Washington","Seattle",73,
"Exinda","367%","$26.5m","Software","Massachusetts","Boston",118,
"Total Strength and Speed","367%","$2.5m","Consumer Products & Services","South Carolina","Columbia SC",6,
"FLS Energy","367%","$38.5m","Energy","North Carolina","Asheville NC",63,
"Bridge Partners","366%","$13.5m","Business Products & Services","Washington","Seattle",93,
"T-Force","366%","$26.5m","Telecommunications","California","Los Angeles",266,
"Meridian Pacific Properties","365%","$8.7m","Real Estate","California","San Diego",8,
"Lextech Global Services","365%","$5.9m","Software","Illinois","Chicago",30,
"Smarter Mortgages","365%","$18m","Financial Services","Ohio","Columbus OH",65,
"Momentum Resources","365%","$2.2m","Human Resources","Virginia","Richmond VA",43,
"Butterfly Effects","364%","$7.2m","Health","Florida","Miami",330,
"Reqroute","364%","$14.4m","Human Resources","California","San Francisco",25,
"FindMyCompany.com","363%","$2m","Advertising & Marketing","Texas","Austin",30,
"Formstack","363%","$2.5m","Software","Indiana","Indianapolis IN",20,
"The Encima Group","363%","$6.3m","Business Products & Services","Delaware","Philadelphia",54,
"Surveying and Mapping","363%","$91.3m","Engineering","Texas","Austin",599,
"Two Maids & A Mop","363%","$2.7m","Consumer Products & Services","Alabama","Birmingham-Hoover AL",140,
"ShopAtHome.com","363%","$77.5m","Advertising & Marketing","Colorado","Denver",128,
"Roofing By Curry","362%","$7.6m","Construction","Florida","Sarasota-Bradenton-Venice FL",89,
"CallingMart","362%","$20.9m","Telecommunications","Florida","Miami",12,
"ebQuickstart","362%","$5.2m","Business Products & Services","Texas","Austin",55,
"M Corp","362%","$16.3m","IT Services","California","Sacramento--Arden-Arcade--Roseville CA",48,
"Everstaff International","362%","$22.9m","Human Resources","Ohio","Cleveland",52,
"InfoStretch","361%","$17.6m","Software","California","San Jose",471,
"StrategicHealthSolutions","361%","$19.3m","Government Services","Nebraska","Omaha-Council Bluffs NE-IA",128,
"JD Mellberg Financial","361%","$14.3m","Financial Services","Arizona","Tucson AZ",80,
"Rich Duncan Construction","361%","$13.3m","Construction","Oregon","Salem OR",21,
"Strike","361%","$545.1m","Energy","Texas","Houston",2627,
"Manhattan Strategy Group","360%","$6.3m","Business Products & Services","Maryland","Washington DC",30,
"Infolink Consulting","360%","$7.4m","IT Services","Colorado","Denver",23,
"College Hunks Hauling Junk and Moving","360%","$12.3m","Consumer Products & Services","Florida","Tampa",500,
"Titan Consulting","360%","$4.5m","Business Products & Services","Pennsylvania","Pittsburgh PA",81,
"RP Funding","359%","$12.1m","Financial Services","Florida","Orlando FL",84,
"3Pillar Global","359%","$23.6m","Software","Virginia","Washington DC",615,
"Spruce Media","359%","$37.2m","Advertising & Marketing","California","San Francisco",65,
"Safe Site","358%","$13.6m","Energy","Colorado","Fort Collins-Loveland CO",197,
"American Data Company","358%","$2.4m","IT Services","California","Los Angeles",18,
"QDI Stone","357%","$18.7m","Consumer Products & Services","Arizona","Phoenix",34,
"Best Well Services","357%","$38.9m","Energy","Oklahoma","Tulsa OK",239,
"ING Solutions","357%","$22.9m","Consumer Products & Services","Florida","Miami",15,
"MicroSeismic","357%","$79m","Energy","Texas","Houston",299,
"Victory Agency","357%","$2.1m","Advertising & Marketing","Florida","Cape Coral-Fort Myers FL",10,
"Lanmark Technology","357%","$33.7m","Government Services","Virginia","Washington DC",168,
"Sub Rosa","356%","$9.5m","Advertising & Marketing","New York","New York City",28,
"iMarine USA","356%","$2m","Retail","California","Oxnard-Thousand Oaks-Ventura CA",5,
"The Training Associates","355%","$71.1m","Education","Massachusetts","Worcester MA",95,
"Ingenuity Associates","355%","$8.1m","IT Services","Tennessee","CBSA Metro Region",32,
"planIT HARDWARE","355%","$9.2m","Computer Hardware","Georgia","Atlanta",9,
"Amzur Technologies","354%","$6.1m","IT Services","Florida","Tampa",35,
"HMS Global Maritime","354%","$91.5m","Logistics & Transportation","Indiana","Louisville/Jefferson County KY-IN",576,
"CMX Technologies","352%","$7.8m","Government Services","Virginia","Washington DC",38,
"National Capitol Contracting","352%","$7.1m","Government Services","Virginia","Washington DC",62,
"Usablenet","352%","$59m","IT Services","New York","New York City",295,
"Revenue Universe","351%","$7.9m","Advertising & Marketing","Florida","Panama City-Lynn Haven FL",4,
"Health Plan One","351%","$14.5m","Insurance","Connecticut","Bridgeport-Stamford-Norwalk CT",52,
"AccruePartners","350%","$11.7m","Human Resources","North Carolina","Charlotte",27,
"Blue Sky Scrubs","350%","$4.9m","Health","Texas","Austin",7,
"GameChanger","350%","$4.6m","Business Products & Services","California","San Francisco",25,
"Avionte","349%","$6.4m","Human Resources","Minnesota","Minneapolis",74,
"Triton Digital","349%","$43.2m","Advertising & Marketing","California","Los Angeles",270,
"ENVE Composites","349%","$12.6m","Manufacturing","Utah","Ogden-Clearfield UT",78,
"Devbridge Group","348%","$2.3m","Software","Illinois","Chicago",50,
"DRT Transportation","348%","$18.6m","Logistics & Transportation","Pennsylvania","Lebanon PA",13,
"BOS Security","348%","$2.6m","Security","Georgia","Athens-Clarke GA",100,
"SwimKids Swim Schools","347%","$3.9m","Education","Virginia","Washington DC",203,
"InRhythm","347%","$3.1m","IT Services","New York","New York City",27,
"Travel All Russia","346%","$8.9m","Travel & Hospitality","Virginia","Washington DC",10,
"Lease A Sales Rep","346%","$9.5m","Business Products & Services","North Carolina","Raleigh NC",120,
"Prairie Quest Consulting","346%","$10.4m","Government Services","Indiana","Fort Wayne IN",159,
"VoIP Innovations","345%","$8.9m","Telecommunications","Pennsylvania","Pittsburgh PA",21,
"Magic Hat Consulting","344%","$10.4m","Business Products & Services","Pennsylvania","Philadelphia",62,
"Coastal Luxury Management","343%","$15.8m","Food & Beverage","California","Salinas CA",200,
"Trepoint","343%","$4.2m","Advertising & Marketing","New York","New York City",15,
"iVision","343%","$37.1m","IT Services","Georgia","Atlanta",82,
"Maestro","343%","$3.7m","Software","Michigan","Kalamazoo-Portage MI",37,
"Nytec","342%","$21.6m","Engineering","Washington","Seattle",162,
"ALAC International","342%","$56.5m","Business Products & Services","New York","New York City",11,
"Patxi's Pizza","342%","$14.1m","Food & Beverage","California","San Francisco",168,
"Continental Health Alliance","341%","$2.9m","Insurance","Tennessee","Nashville",40,
"Delta Defense","341%","$10.5m","Media","Wisconsin","Milwaukee-Waukesha-West Allis WI",29,
"Guaranteed Rate","341%","$516.9m","Real Estate","Illinois","Chicago",2784,
"United Esoterics","341%","$3.6m","Health","Massachusetts","Boston",41,
"Benz Communications","340%","$2.6m","Human Resources","California","San Francisco",14,
"Duchateau","339%","$25.1m","Construction","California","San Diego",30,
"Employment Plus","339%","$345.5m","Human Resources","Indiana","Bloomington IN",350,
"Sales Engine International","338%","$3.6m","Advertising & Marketing","Texas","Austin",28,
"Sphyra","338%","$6.9m","Financial Services","Washington","Spokane WA",24,
"Bounce Energy","337%","$97.6m","Energy","Texas","Houston",46,
"Gotham Cigars","337%","$4m","Retail","Florida","Miami",14,
"Enviro Clean Group","336%","$18.4m","Environmental Services","Oklahoma","Oklahoma City OK",89,
"Fractal Analytics","335%","$16.3m","Business Products & Services","California","San Francisco",424,
"VLink","335%","$14.8m","IT Services","Connecticut","Hartford-West Hartford-East Hartford CT",142,
"Proxy Personnel","335%","$6.1m","Human Resources","District of Columbia","Washington DC",85,
"Spreadshirt","335%","$31.4m","Retail","Massachusetts","Boston",283,
"United Global Technologies","334%","$3.9m","IT Services","North Carolina","Charlotte",50,
"i95Dev","334%","$2.6m","IT Services","Maryland","Washington DC",135,
"BERRICLE","334%","$2.1m","Retail","New York","New York City",11,
"DZ Solutions Enterprises","334%","$20.6m","IT Services","California","Los Angeles",23,
"SkillSurvey","334%","$10.3m","Human Resources","Pennsylvania","Philadelphia",51,
"Beacon Hill Staffing Group","334%","$156m","Human Resources","Massachusetts","Boston",269,
"PinnacleAIS","332%","$26.9m","Energy","Texas","Houston",202,
"TrackVia","332%","$2.2m","Software","Colorado","Denver",29,
"The Nerdery","332%","$37.1m","Software","Minnesota","Minneapolis",441,
"Bigcommerce","332%","$11.7m","Software","Texas","Austin",172,
"Defensor Security","331%","$2.6m","Government Services","Virginia","Washington DC",150,
"Elan Partners","331%","$6.8m","IT Services","Texas","Dallas",88,
"OGSystems","330%","$26.9m","Government Services","Virginia","Washington DC",133,
"E Systems Technology","330%","$18.9m","Manufacturing","California","San Jose",84,
"Ob Hospitalist Group","330%","$51m","Health","South Carolina","Greenville-Anderson-Mauldin SC",262,
"RBA","330%","$41.5m","IT Services","Minnesota","Minneapolis",300,
"BRMi","330%","$17.8m","Business Products & Services","District of Columbia","Washington DC",70,
"Miva Merchant","330%","$9m","Software","California","San Diego",78,
"Cetan Corp","329%","$11.4m","IT Services","Virginia","Virginia Beach-Norfolk-Newport News VA-NC",16,
"Bild & Company","329%","$3.6m","Business Products & Services","Florida","Tampa",15,
"Nutiva","329%","$38.8m","Food & Beverage","California","San Francisco",75,
"Advanced Fraud Solutions","328%","$2.8m","Financial Services","North Carolina","Greensboro-High Point NC",11,
"Appleton","327%","$4.1m","Education","Alabama","Huntsville AL",20,
"ExterNetworks","327%","$19.9m","IT Services","New Jersey","New York City",180,
"Kovarus","327%","$64.7m","IT Services","California","San Francisco",49,
"ReplaceMyContacts.com","326%","$5m","Health","Pennsylvania","Allentown-Bethlehem-Easton PA-NJ",22,
"Pharmapoint","325%","$6.5m","Health","Alabama","Birmingham-Hoover AL",17,
"Decorplanet.com","325%","$13.7m","Retail","New York","New York City",61,
"Saylent","325%","$3.5m","Software","Massachusetts","Boston",24,
"ALCOVA Mortgage","325%","$14.7m","Financial Services","Virginia","Roanoke VA",175,
"Armenta","324%","$9m","Consumer Products & Services","Texas","Houston",62,
"Two Marines Moving","324%","$2.8m","Logistics & Transportation","Virginia","Washington DC",51,
"JMA Properties","324%","$2m","Real Estate","Oregon","Portland OR",2,
"Crane Worldwide Logistics","324%","$471.4m","Logistics & Transportation","Texas","Houston",1200,
"Audubon Engineering","324%","$248.1m","Energy","Texas","Houston",950,
"Landpoint","324%","$11.9m","Engineering","Louisiana","Shreveport-Bossier City LA",106,
"eBridge","323%","$13.7m","IT Services","Florida","Tampa",16,
"Evolve IP","323%","$24m","IT Services","Pennsylvania","Philadelphia",80,
"IPT Associates","323%","$15.7m","Government Services","Massachusetts","Boston",105,
"Honey-Can-Do International","321%","$28m","Consumer Products & Services","Illinois","Chicago",46,
"Search Influence","321%","$4.6m","Advertising & Marketing","Louisiana","New Orleans-Metairie LA",53,
"total apps","320%","$2.3m","Financial Services","California","Los Angeles",9,
"R2 Logistics","320%","$63.8m","Logistics & Transportation","Florida","Jacksonville FL",84,
"SCIO Health Analytics","320%","$37.6m","Health","Connecticut","Hartford-West Hartford-East Hartford CT",477,
"THE DAGIT GROUP","319%","$9.7m","Construction","Pennsylvania","Philadelphia",12,
"Pinnacle Solutions","319%","$10.1m","Government Services","Alabama","Huntsville AL",69,
"Pens N More","319%","$5.1m","Retail","Illinois","Chicago",24,
"MEDICAL GUARDIAN","318%","$5.4m","Health","Pennsylvania","Philadelphia",67,
"VariQ","318%","$8.2m","Government Services","District of Columbia","Washington DC",41,
"Employee Solutions","318%","$79.1m","Human Resources","Texas","Dallas",66,
"Oakland Consulting Group","318%","$18.3m","IT Services","Maryland","Washington DC",65,
"Environmental Service Laboratories","318%","$10.5m","Environmental Services","Pennsylvania","Indiana PA",70,
"Hearthside Food Solutions","317%","$839.6m","Food & Beverage","Illinois","Chicago",5000,
"Team Velocity Marketing","317%","$38.4m","Advertising & Marketing","Virginia","Washington DC",87,
"Total Beauty Media Group","317%","$8.4m","Media","California","Los Angeles",35,
"IP Pathways","317%","$14.3m","IT Services","Iowa","Des Moines-West Des Moines IA",23,
"Southend Exteriors","317%","$12.9m","Construction","North Carolina","Charlotte",21,
"The Business Backer","316%","$9.6m","Financial Services","Ohio","Cincinnati",47,
"SASid","316%","$7.8m","Insurance","Wisconsin","Janesville WI",32,
"DefySupply.com","315%","$3.3m","Retail","Minnesota","Minneapolis",32,
"Bongo International","315%","$10.9m","Logistics & Transportation","Florida","Tampa",85,
"Madison Logic","314%","$14.9m","Advertising & Marketing","New York","New York City",51,
"Mister Quik","314%","$11.2m","Consumer Products & Services","Indiana","Indianapolis IN",74,
"Orsini Healthcare","314%","$86.2m","Health","Illinois","Chicago",162,
"Phone.com","314%","$6m","Telecommunications","New Jersey","New York City",31,
"JJR Solutions","313%","$3.4m","IT Services","Ohio","Dayton OH",36,
"Rickshaw Bagworks","313%","$2m","Consumer Products & Services","California","San Francisco",20,
"Nature's Innovation","313%","$6.2m","Environmental Services","Georgia","Atlanta",32,
"ClearBridge Technology Group","313%","$16.9m","IT Services","Massachusetts","Boston",110,
"Crucial Vacuum","312%","$5m","Retail","New Jersey","New York City",17,
"Resonate","312%","$16.7m","Advertising & Marketing","Virginia","Washington DC",79,
"Lux Consulting","312%","$11.3m","Government Services","Maryland","Washington DC",55,
"Chenal Brands","312%","$109.1m","Media","California","Los Angeles",356,
"Balsam Brands","310%","$34.6m","Retail","California","San Francisco",32,
"BrightStar Care","310%","$211.8m","Health","Illinois","Chicago",31,
"Hoffman Weber Construction","310%","$13.6m","Construction","Minnesota","Minneapolis",48,
"ASK Staffing","309%","$22.1m","Human Resources","Georgia","Atlanta",1001,
"ApplicantPro","309%","$2m","Human Resources","Utah","Provo-Orem UT",23,
"LPS Integration","309%","$71.9m","IT Services","Tennessee","Nashville",48,
"Technatomy","308%","$40.3m","Government Services","Virginia","Washington DC",185,
"Prive Jets","308%","$16.5m","Travel & Hospitality","Florida","Miami",12,
"Mortgage Returns","307%","$4.1m","Financial Services","Missouri","St. Louis MO-IL",39,
"Kentico Software","307%","$4.4m","Software","New Hampshire","Manchester-Nashua NH",11,
"Black Lotus Communications","307%","$2.2m","IT Services","California","San Francisco",12,
"Integrated Practice Solutions","307%","$19.8m","Health","California","San Diego",81,
"Premier Staffing","307%","$15.6m","Human Resources","California","San Francisco",35,
"inthinc","307%","$47.3m","Logistics & Transportation","Utah","Salt Lake City",97,
"Telogis","307%","$69.4m","Software","California","Los Angeles",370,
"Blue Sky MD","307%","$3.1m","Health","North Carolina","Asheville NC",29,
"Edvisors","307%","$10.5m","Advertising & Marketing","Massachusetts","Boston",28,
"Mindspark International","306%","$3.5m","IT Services","Georgia","Atlanta",25,
"KNIGHT INSURANCE GROUP","306%","$133.8m","Insurance","California","Los Angeles",50,
"NTP Wireless","306%","$4.7m","Telecommunications","Illinois","Chicago",8,
"Impact Advisors","305%","$39.5m","Health","Illinois","Chicago",140,
"Lyons Consulting Group","305%","$13.7m","Business Products & Services","Illinois","Chicago",97,
"Johnnie-O","304%","$2.1m","Consumer Products & Services","California","Los Angeles",7,
"AffiniPay","304%","$6.6m","Financial Services","Texas","Austin",30,
"Cumberland Consulting Group","304%","$36.3m","IT Services","Tennessee","Nashville",174,
"RevGen Partners","303%","$8.4m","Business Products & Services","Colorado","Denver",58,
"Set and Service Resources","303%","$14.5m","Human Resources","North Carolina","Raleigh-Cary NC",25,
"Marvel Technologies","303%","$4.5m","IT Services","Michigan","Detroit",60,
"Teles Properties","303%","$39.3m","Real Estate","California","Los Angeles",36,
"National Association of Expert Advisors","303%","$3.3m","Real Estate","Texas","Dallas",17,
"Procore Technologies","302%","$4.8m","Software","California","Oxnard-Thousand Oaks-Ventura CA",31,
"ESC Services","302%","$4.5m","Engineering","Wisconsin","Milwaukee-Waukesha-West Allis WI",25,
"DreamBrands","302%","$4.3m","Health","Arizona","Phoenix",15,
"Impact Management Services","302%","$12m","Human Resources","Michigan","Detroit",425,
"Saanvi Technologies","301%","$2.6m","IT Services","Michigan","Detroit",52,
"G3 Communications","301%","$2.3m","Media","New Jersey","New York City",15,
"BioAgilytix","300%","$11.9m","Health","North Carolina","Durham-Chapel Hill NC",40,
"Keystone Compliance","300%","$2.1m","Engineering","Pennsylvania","New Castle PA",17,
"Brightway Insurance","300%","$257m","Insurance","Florida","Jacksonville FL",545,
"Cal-American Homes","299%","$2.2m","Real Estate","California","Los Angeles",12,
"Pyxl","299%","$2.7m","Advertising & Marketing","Tennessee","Knoxville TN",22,
"Tilson Technology Management","299%","$7m","Telecommunications","Maine","Portland-South Portland ME",86,
"Vixxo","299%","$459.7m","Business Products & Services","Arizona","Phoenix",327,
"Copious","299%","$2.5m","Advertising & Marketing","Oregon","Portland OR",17,
"Magellan Search & Staffing","299%","$5.7m","Human Resources","Pennsylvania","Philadelphia",39,
"Slate Rock Safety","299%","$3.9m","Retail","Ohio","Cleveland",15,
"Wilco Machine & Fab","299%","$137m","Manufacturing","Oklahoma","Duncan OK",270,
"HVAC.com","299%","$5.3m","Retail","Ohio","Cincinnati",12,
"Authenticom","298%","$12.1m","Software","Wisconsin","La Crosse WI-MN",85,
"hrQ","298%","$8m","Human Resources","Colorado","Denver",18,
"Netvision Resources","298%","$16.3m","IT Services","Virginia","Washington DC",120,
"IT America","298%","$13.5m","IT Services","New Jersey","New York City",172,
"Elite SEM","298%","$10.3m","Advertising & Marketing","New York","New York City",40,
"MindBody","298%","$32.5m","Software","California","undefined",497,
"Morning Sun Financial Services","298%","$4.7m","Health","Minnesota","Minneapolis",9,
"LEAD IT","298%","$23.7m","IT Services","Illinois","Springfield IL",242,
"Cenergy International Services","298%","$248.2m","Energy","Texas","Houston",317,
"Beta Soft Systems","297%","$25.1m","IT Services","California","San Francisco",250,
"Direct Recruiters","297%","$3.8m","Human Resources","Ohio","Cleveland",20,
"Vertek Solutions","297%","$9m","Human Resources","Tennessee","Nashville",97,
"Azalea Health","296%","$2.1m","Health","Georgia","Valdosta GA",38,
"Beyond The Office Door","296%","$3.9m","Retail","Wisconsin","Wausau WI",3,
"Tiempo Development","296%","$7.7m","Software","Arizona","Phoenix",202,
"Select Engineering","296%","$9.6m","Engineering","Oklahoma","Tulsa OK",49,
"Asetek","294%","$18.6m","Computer Hardware","California","San Jose",60,
"NAECO","294%","$16.4m","Manufacturing","Georgia","Atlanta",23,
"Impelsys","294%","$12.9m","Software","New York","New York City",220,
"SolarCity","294%","$128.6m","Energy","California","San Francisco",2300,
"Galen Healthcare Solutions","294%","$14.4m","Health","Illinois","Chicago",78,
"ClickToShop.com","293%","$3.9m","Retail","Minnesota","Minneapolis",17,
"4U2U Brands","293%","$3.7m","Consumer Products & Services","Virginia","Richmond VA",9,
"HireNetworks","293%","$3.9m","Human Resources","North Carolina","Raleigh-Cary NC",71,
"PCI Strategic Management","293%","$26.9m","Government Services","Maryland","Baltimore",149,
"360 Mortgage Group","293%","$37.6m","Financial Services","Texas","Austin",72,
"INSIGHT2PROFIT","293%","$6.2m","Business Products & Services","Ohio","Cleveland",28,
"Infogressive","293%","$2m","Security","Nebraska","Lincoln NE",12,
"Gold Star Mortgage Financial Group","292%","$59.8m","Financial Services","Michigan","Ann Arbor MI",456,
"City Sounds of NY","292%","$2m","Education","New York","New York City",40,
"Tiny Tots Therapy","292%","$3.4m","Health","New Jersey","New York City",14,
"Global Legal Discovery","292%","$7m","IT Services","Georgia","Atlanta",54,
"Zipline Logistics","292%","$13.2m","Logistics & Transportation","Ohio","Columbus OH",25,
"Partner Engineering and Science","292%","$38.9m","Environmental Services","California","Los Angeles",217,
"DAS Health","291%","$2.6m","Health","Florida","Tampa",24,
"MedTouch","291%","$5.6m","Health","Massachusetts","Boston",35,
"Clarity Partners","291%","$8.9m","IT Services","Illinois","Chicago",62,
"ESD","290%","$42.3m","Health","Ohio","Toledo OH",46,
"STS 360","290%","$9.9m","Security","Texas","Dallas",15,
"Drake","289%","$15.4m","Construction","District of Columbia","Washington DC",10,
"Scorpion","289%","$19.6m","Advertising & Marketing","California","Los Angeles",97,
"ITS Partners","289%","$24.8m","IT Services","Michigan","Grand Rapids-Wyoming MI",80,
"Go2 Communications","288%","$48.8m","Telecommunications","Massachusetts","Boston",7,
"OrecX","288%","$2.1m","Software","Illinois","Chicago",11,
"EnvisionRx","288%","$2.7b","Health","Ohio","Akron OH",670,
"Boundary Systems","288%","$5.4m","IT Services","Ohio","Cleveland",22,
"Studio Calico","288%","$3.1m","Consumer Products & Services","Kentucky","Bowling Green KY",28,
"Blink UX","287%","$5.3m","Business Products & Services","Washington","Seattle",36,
"Target Data","287%","$3.2m","Advertising & Marketing","Illinois","Chicago",14,
"Taylor Commercial","287%","$24.4m","Construction","Georgia","Atlanta",29,
"Preferred Solutions","287%","$18m","Health","Michigan","Detroit",212,
