"Mobovida","103%","$8.8m","Telecommunications","California","Los Angeles",41,
"K & L Freight Management","103%","$9.6m","Logistics & Transportation","Illinois","Chicago",50,
"Tobe Direct","103%","$15.6m","Advertising & Marketing","Illinois","Chicago",55,
"Atrium Staffing","103%","$96.9m","Human Resources","New York","New York City",107,
"Hirease","103%","$6.1m","Business Products & Services","North Carolina","Southern Pines-Pinehurst NC",55,
"Discovia","103%","$19.6m","Software","California","San Francisco",144,
"Thompson Technologies","103%","$26.8m","IT Services","Georgia","Atlanta",118,
"Vigon International","103%","$74m","Manufacturing","Pennsylvania","East Stroudsburg PA",60,
"Verma Systems","103%","$3.5m","IT Services","Louisiana","Baton Rouge LA",21,
"Aqiwo","103%","$5.3m","IT Services","Virginia","Washington DC",48,
"B Resource","103%","$3.8m","IT Services","Texas","Houston",21,
"EnerSys","103%","$4m","Energy","Texas","Houston",25,
"V-Soft Consulting Group","103%","$36.4m","IT Services","Kentucky","Louisville/Jefferson County KY-IN",325,
"Evolution1","103%","$65.8m","Health","North Dakota","Fargo ND-MN",263,
"(add)ventures","103%","$9.9m","Advertising & Marketing","Rhode Island","Providence-New Bedford-Fall River RI-MA",40,
"Education Management Solutions","103%","$15.9m","Education","Pennsylvania","Philadelphia",100,
"Daymark Solutions","102%","$29.4m","IT Services","Massachusetts","Boston",40,
"Core Creative","102%","$5.6m","Advertising & Marketing","Wisconsin","Milwaukee-Waukesha-West Allis WI",31,
"MotionPoint","102%","$33.3m","IT Services","Florida","Miami",165,
"Kurgo","102%","$5.8m","Consumer Products & Services","Massachusetts","Boston",12,
"Monster Transmission & Performance","102%","$4m","Manufacturing","Florida","Homosassa Springs FL",25,
"AKT Enterprises","102%","$9.4m","Advertising & Marketing","Florida","Orlando FL",137,
"ProDPI","102%","$4.9m","Business Products & Services","Colorado","Denver",47,
"AvidXchange","102%","$12.1m","Software","North Carolina","Charlotte",127,
"KBA DOCUSYS","102%","$16m","Business Products & Services","California","San Francisco",82,
"Monarch Media","102%","$2.6m","Education","California","Santa Cruz-Watsonville CA",14,
"Ulta-Lit Technologies","102%","$5.7m","Consumer Products & Services","Illinois","Chicago",7,
"Good Technology","102%","$12.2m","Software","California","San Jose",335,
"Access Display Group","102%","$4.1m","Manufacturing","New York","New York City",22,
"Message Systems","102%","$22.2m","Telecommunications","Maryland","Baltimore",134,
"PowerPlan","102%","$77m","Software","Georgia","Atlanta",207,
"360IT PARTNERS","102%","$2.2m","IT Services","Virginia","Virginia Beach-Norfolk-Newport News VA-NC",21,
"Strategic Systems & Technology","102%","$12.9m","Business Products & Services","Georgia","Atlanta",34,
"Smart Tuition","101%","$19m","Education","New Jersey","New York City",125,
"Commuter Air Technology","101%","$26.5m","Business Products & Services","Oklahoma","Oklahoma City OK",67,
"The Roberts Company","101%","$149.9m","Construction","North Carolina","Greenville NC",850,
"Datapath","101%","$3.1m","IT Services","California","Modesto CA",22,
"Ace Exhibits","101%","$7.8m","Advertising & Marketing","California","Los Angeles",42,
"Verndale","101%","$9.1m","Advertising & Marketing","Massachusetts","Boston",87,
"Ticomix","101%","$8.3m","IT Services","Illinois","Rockford IL",49,
"Neudesic","101%","$82.3m","IT Services","California","Los Angeles",474,
"Vinitech","101%","$6.8m","IT Services","Virginia","Washington DC",7,
"Emerge IT Solutions","101%","$5.9m","IT Services","Kentucky","Cincinnati",40,
"Precision Technology","101%","$19.9m","Manufacturing","Texas","Dallas",142,
"Partnership Capital Growth Advisors","101%","$10.7m","Financial Services","California","San Francisco",20,
"Dance With Me","101%","$4m","Education","New York","New York City",50,
"Omax","101%","$81.6m","Manufacturing","Washington","Seattle",272,
"OMI Industries","101%","$16.9m","Manufacturing","Illinois","Chicago",71,
"Netchex","101%","$9.3m","Human Resources","Louisiana","New Orleans-Metairie LA",65,
"Syscom Technologies (Chantilly VA)","101%","$13.2m","IT Services","Virginia","Washington DC",140,
"myMatrixx","101%","$72.8m","Health","Florida","Tampa",140,
"INSYS Group","101%","$29.6m","Business Products & Services","New Jersey","New York City",270,
"Virtium","101%","$24.7m","Computer Hardware","California","Los Angeles",85,
"Nutech Systems","100%","$14m","IT Services","Georgia","Atlanta",14,
"Virtual Graffiti","100%","$35.5m","IT Services","California","Los Angeles",29,
"Herrmann International","100%","$5m","Business Products & Services","North Carolina","Forest City NC",24,
"Diono","100%","$25.7m","Consumer Products & Services","Washington","Seattle",46,
"Purchasing Power","100%","$215.7m","Business Products & Services","Georgia","Atlanta",183,
"Confiance Group","100%","$2.1m","Business Products & Services","Virginia","Washington DC",15,
"The Shop @ ShowReady","100%","$2.3m","Manufacturing","California","Los Angeles",22,
"HostVentures.com","100%","$4.5m","IT Services","Maryland","Baltimore",38,
"SparkHound","100%","$21.4m","IT Services","Louisiana","Baton Rouge LA",147,
"GDB International","100%","$113.1m","Environmental Services","New Jersey","New York City",126,
"Three Deep Marketing","100%","$6.1m","Advertising & Marketing","Minnesota","Minneapolis",50,
"Revolution Group","100%","$4.4m","IT Services","Ohio","Columbus OH",35,
"IQMS","100%","$25.5m","Software","California","San Luis Obispo-Paso Robles-Arroyo Grande CA",140,
"Veracity Engineering","100%","$12.1m","Government Services","District of Columbia","Washington DC",60,
"R2 Innovative Technologies","100%","$2.2m","IT Services","Florida","Miami",7,
"Ingenuity","100%","$2.7m","Business Products & Services","Alabama","Birmingham-Hoover AL",14,
"NextLevel Practice","100%","$4.3m","Health","Arizona","Phoenix",12,
"bluemedia","100%","$9.3m","Advertising & Marketing","Arizona","Phoenix",74,
"Werthan","100%","$4.5m","Manufacturing","Tennessee","Nashville",36,
"Buckeye Home Health Care","100%","$6.1m","Health","Ohio","Dayton OH",167,
"milk + honey","100%","$6.7m","Consumer Products & Services","Texas","Austin",280,
"ConnectWise","100%","$47m","Software","Florida","Tampa",257,
"Pathmark Transportation","100%","$40m","Logistics & Transportation","Tennessee","Memphis TN-MS-AR",51,
"Rhythm","100%","$3.6m","Advertising & Marketing","California","Los Angeles",19,
"Global Reach Internet Productions","100%","$2.7m","IT Services","Iowa","Ames IA",35,
"Russell Cellular","100%","$86.9m","Retail","Missouri","Springfield MO",600,
"VAVi Sport and Social","100%","$3.6m","Consumer Products & Services","California","San Diego",13,
"Lightwell","100%","$18.4m","IT Services","Ohio","Columbus OH",85,
"Hatteras Funds","100%","$41.9m","Financial Services","North Carolina","Raleigh-Cary NC",44,
"Altair Sign & Light","100%","$2.2m","Business Products & Services","Georgia","Atlanta",17,
"ADL Delivery","99%","$24.1m","Logistics & Transportation","Florida","Tampa",70,
"Loving Pets","99%","$10.8m","Consumer Products & Services","New Jersey","New York City",25,
"WMK","99%","$130.9m","Retail","Ohio","Akron OH",365,
"Modus Associates","99%","$2.2m","Advertising & Marketing","New York","New York City",9,
"Alliance of Chief Executives","99%","$2.7m","Business Products & Services","California","San Francisco",14,
"Human Solutions","99%","$16.3m","Business Products & Services","District of Columbia","Washington DC",82,
"Secure Banking Solutions","99%","$2.2m","Financial Services","South Dakota",,34,
"Stablenet","99%","$2.3m","IT Services","North Carolina","Charlotte",5,
"Carenet Healthcare Services","99%","$29m","Health","Texas","San Antonio TX",501,
"M-Pak","99%","$7.3m","Business Products & Services","Texas","Dallas",4,
"NT Concepts","98%","$24.4m","IT Services","Virginia","Washington DC",136,
"MFS Supply","98%","$26.3m","Security","Ohio","Cleveland",39,
"Sign-Zone","98%","$44m","Manufacturing","Minnesota","Minneapolis",350,
"Sriven Systems","98%","$25.2m","IT Services","Texas","Dallas",210,
"Booj","98%","$5.2m","Software","Colorado","Denver",64,
"Medical Solutions","98%","$59.9m","Health","Nebraska","Omaha-Council Bluffs NE-IA",667,
"SpaceBound","98%","$36.2m","Retail","Ohio","Cleveland",41,
"Local Splash","98%","$9.2m","Advertising & Marketing","California","Los Angeles",152,
"Ashland Technologies","98%","$6.1m","Manufacturing","Pennsylvania","Pottsville PA",47,
"SRS","98%","$33.7m","Construction","Tennessee","CBSA Metro Region",38,
"Parties That Cook","98%","$2.1m","Food & Beverage","California","San Francisco",13,
"MacDonald & Owen Veneer and Lumber Co.","98%","$26.8m","Manufacturing","Wisconsin",,52,
"Trades Unlimited","98%","$10m","Human Resources","Tennessee","CBSA Metro Region",850,
"EMSI","98%","$8.8m","Software","Idaho","Moscow ID",80,
"Street Moda","98%","$8.4m","Retail","Kentucky","Louisville/Jefferson KY-IN",45,
"BCT Consulting","98%","$4.3m","IT Services","California","Fresno CA",34,
"Fairfield Technologies","98%","$3.3m","Government Services","Virginia","Washington DC",33,
"iDiscovery Solutions","98%","$11.7m","Business Products & Services","District of Columbia","Washington DC",30,
"Nexus Systems","98%","$4.5m","Software","Virginia","Washington DC",44,
"Ian Evan & Alexander","98%","$6.6m","Government Services","Virginia","Washington DC",41,
"ImagineSoftware","97%","$9.9m","Software","North Carolina","Charlotte",59,
"RMB Capital","97%","$18.3m","Financial Services","Illinois","Chicago",75,
"Flex HR","97%","$2.1m","Human Resources","Georgia","Atlanta",9,
"Luggage Forward","97%","$3.6m","Travel & Hospitality","Massachusetts","Boston",16,
"Schooley Mitchell","97%","$2.1m","Telecommunications","Ohio","Cincinnati",12,
"Royce Leather","97%","$4m","Consumer Products & Services","New Jersey","New York City",15,
"MG Properties Group","97%","$7.9m","Real Estate","California","San Diego",281,
"Wright Business Technologies","97%","$3.1m","IT Services","Texas","Houston",18,
"Harmony Healthcare International","97%","$8.4m","Health","Massachusetts","Boston",52,
"InkHead","97%","$7.8m","Advertising & Marketing","Georgia","Atlanta",22,
"Butler/Till Media & Communications","97%","$123.5m","Advertising & Marketing","New York","Rochester NY",73,
"Denny Mountain Media","97%","$6.8m","Advertising & Marketing","Washington","Seattle",70,
"Triple Point Technology","97%","$173.4m","Software","Connecticut","Bridgeport-Stamford-Norwalk CT",865,
"Addison Group","97%","$139.2m","Human Resources","Illinois","Chicago",1850,
"Dominion Payroll Services","97%","$4.4m","Human Resources","Virginia","Richmond VA",34,
"GPS Insight","97%","$14.9m","Software","Arizona","Phoenix",43,
"TMI Consulting","97%","$3.8m","Government Services","Wisconsin","Milwaukee-Waukesha-West Allis WI",38,
"Fisher Unitech","97%","$36.8m","Manufacturing","Michigan","Detroit",121,
"Apposite Technologies","96%","$4.1m","Computer Hardware","California","Los Angeles",6,
"York Solutions","96%","$24.9m","IT Services","Illinois","Chicago",129,
"Focus Forward","96%","$5m","Advertising & Marketing","Pennsylvania","Philadelphia",75,
"Grotberg Electric","96%","$12.2m","Construction","North Dakota","Nashville",85,
"Ties.com","96%","$4.2m","Retail","California","Los Angeles",21,
"Fortis Riders","96%","$6m","Travel & Hospitality","South Carolina","Greenville-Anderson-Mauldin SC",12,
"Compass Solutions","96%","$7m","IT Services","District of Columbia","Washington DC",19,
"Advantage Technologies","96%","$4.6m","IT Services","Michigan","Detroit",42,
"SmartCEO","96%","$4.9m","Media","Maryland","Baltimore",38,
"Best Doctors","96%","$152.1m","Health","Massachusetts","Boston",516,
"Leading EDJE","96%","$3.2m","IT Services","Ohio","Columbus OH",24,
"Ven-Tel Plastics","96%","$10.9m","Manufacturing","Florida","Tampa",103,
"Pro Food Systems","96%","$28m","Food & Beverage","Missouri","Jefferson City MO",65,
"CETRA Language Solutions","96%","$5.9m","Business Products & Services","Pennsylvania","Philadelphia",28,
"Bear Staffing Services","96%","$5.9m","Human Resources","New Jersey","Philadelphia",280,
"SWC Technology Partners","96%","$20.4m","IT Services","Illinois","Chicago",140,
"MyDailyMoment.com","96%","$5.8m","Media","New York","New York City",16,
"E-IT Professionals","96%","$7.9m","IT Services","Michigan","Detroit",76,
"ABS Technology","96%","$43.5m","IT Services","Virginia","Virginia Beach-Norfolk-Newport News VA-NC",98,
"Red Zone Tickets","96%","$6.3m","Retail","Nebraska","Omaha-Council Bluffs NE-IA",9,
"Beneflex Insurance Services","96%","$3.1m","Insurance","California","Santa Barbara-Santa Maria-Goleta CA",17,
"Fortune Fish & Gourmet","96%","$101.3m","Food & Beverage","Illinois","Chicago",225,
"Thermal Edge","96%","$7.2m","Manufacturing","Texas","Dallas",54,
"Hollister Construction Services","96%","$67.2m","Construction","New Jersey","New York City",45,
"Junction Solutions","95%","$41.5m","IT Services","Colorado","Denver",191,
"Linoma Software","95%","$4.8m","Software","Nebraska","Omaha-Council Bluffs NE-IA",22,
"Design+Build Group","95%","$3.2m","Construction","Oklahoma","Oklahoma City OK",16,
"NewBath","95%","$11m","Construction","Louisiana","New Orleans-Metairie-Kenner LA",105,
"Crockett Facilities Services","95%","$27.2m","Business Products & Services","Maryland","Washington DC",320,
"Polaris Laboratories","95%","$20.8m","Energy","Indiana","Indianapolis IN",220,
"Top Gun Sales Performance Systems","95%","$4.5m","Business Products & Services","Ohio","Cincinnati",66,
"Navicure","95%","$50.8m","Health","Georgia","Atlanta",227,
"Trissential","95%","$22.1m","Business Products & Services","Minnesota","Minneapolis",118,
"Context Travel","95%","$3.7m","Travel & Hospitality","Pennsylvania","Philadelphia",11,
"TechCXO","95%","$8m","Business Products & Services","Georgia","Atlanta",49,
"KAVI Software","95%","$2.7m","Software","Georgia","Atlanta",25,
"Zeigler Auto Group","95%","$516.8m","Retail","Michigan","Kalamazoo-Portage MI",696,
"Super Steel","95%","$59.2m","Manufacturing","Wisconsin","Milwaukee-Waukesha-West Allis WI",398,
"Soap Creative","95%","$3.2m","Advertising & Marketing","California","Los Angeles",25,
"Distribution One","95%","$4.9m","Software","New Jersey","Philadelphia",35,
"3C Software","95%","$9.5m","Software","Georgia","Atlanta",33,
"Innovative Integration","95%","$7.7m","IT Services","Indiana","Indianapolis IN",25,
"Barber Martin Agency","95%","$29m","Advertising & Marketing","Virginia","Richmond VA",29,
"P&C Construction","94%","$38.5m","Construction","Tennessee","Chattanooga TN-GA",58,
"Central Welding Supply","94%","$61.3m","Business Products & Services","Washington","Seattle",196,
"Benko Products","94%","$7.9m","Manufacturing","Ohio","Cleveland",62,
"NorthStar Financial Services Group","94%","$137.8m","Financial Services","Nebraska","Omaha-Council Bluffs NE-IA",485,
"Red Level Networks","94%","$4m","IT Services","Michigan","Detroit",25,
"Cloud 9 Living","94%","$4.7m","Consumer Products & Services","Colorado","Boulder CO",10,
"Laritech","94%","$7.3m","Manufacturing","California","Oxnard-Thousand Oaks-Ventura CA",51,
"Sundog","94%","$10.3m","Advertising & Marketing","North Dakota","Fargo ND-MN",96,
"Birds Barbershop","94%","$3.9m","Consumer Products & Services","Texas","Austin",105,
"Kenjya","94%","$24.2m","Government Services","Maryland","Baltimore",57,
"Blinds.com","94%","$88.3m","Consumer Products & Services","Texas","Houston",150,
"Bespoke Education","94%","$2.5m","Education","New York","New York City",70,
"Alexander Technology Group","94%","$9m","IT Services","New Hampshire","Manchester-Nashua NH",16,
"SunSoft Technologies","94%","$3.7m","Engineering","Michigan","Detroit",34,
"HDS","94%","$12.5m","Advertising & Marketing","Pennsylvania","Pittsburgh PA",48,
"Home Clean Home","94%","$2m","Consumer Products & Services","New York","New York City",80,
"BlueCotton","94%","$7.4m","Consumer Products & Services","Kentucky","Bowling Green KY",74,
"Coastal Logistics Group","93%","$15.3m","Logistics & Transportation","Georgia","Savannah GA",108,
"HR Works","93%","$4.2m","Human Resources","New York","Rochester NY",53,
"Fine Designs","93%","$17.1m","Consumer Products & Services","Washington","Seattle",250,
"Horizon Communications Technologies","93%","$6.8m","Telecommunications","California","Los Angeles",90,
"TSA Consulting Group","93%","$8.8m","Government Services","Florida","Crestview-Fort Walton Beach-Destin FL",70,
"Scott Sheldon","93%","$3.7m","Logistics & Transportation","Ohio","Cleveland",13,
"OpticsPlanet","93%","$125.8m","Retail","Illinois","Chicago",306,
"AIReS","93%","$237.3m","Logistics & Transportation","Pennsylvania","Pittsburgh PA",332,
"PRK Drilling & Blasting","93%","$4.6m","Construction","Virginia","Winchester VA-WV",25,
"PPT Solutions","93%","$4.4m","Government Services","Alabama","Huntsville AL",31,
"CRC - Disaster Response Experts","93%","$42.4m","Construction","North Carolina","Raleigh-Cary NC",175,
"Saveology.com","93%","$226.7m","Advertising & Marketing","Florida","Miami",1528,
"EMS Software by DEA","93%","$15.7m","Software","Colorado","Denver",73,
"Structured Communication Systems","93%","$70.3m","IT Services","Oregon","Portland OR",105,
"CSI (Oklahoma)","93%","$28.7m","IT Services","Oklahoma","Oklahoma City OK",202,
"INNOVIM","93%","$7.7m","Government Services","Maryland","Washington DC",132,
"DaviesMoore","93%","$8.9m","Advertising & Marketing","Idaho","Boise City-Nampa ID",15,
"Blinds Chalet","92%","$11.7m","Retail","Arizona","Phoenix",22,
"Altamira","92%","$66.5m","Government Services","Virginia","Washington DC",275,
"MidAtlantic Contracting","92%","$2.9m","Construction","Virginia","Washington DC",7,
"TicketNetwork.com","92%","$213.6m","Software","Connecticut","Hartford-West Hartford-East Hartford CT",441,
"Special America's BBQ","92%","$2.9m","Food & Beverage","Florida","Miami",20,
"Select Communications","92%","$54.7m","Telecommunications","Minnesota","Minneapolis",16,
"Great Expressions Dental Centers","92%","$238m","Health","Michigan","Detroit",2204,
"SRP Environmental","92%","$3.3m","Environmental Services","Louisiana","Shreveport-Bossier City LA",29,
"AIO Network Solutions","92%","$3m","IT Services","Texas","Dallas",20,
"GraduationSource","92%","$5.3m","Education","New York","New York City",55,
"The Paragon Group","92%","$9.3m","IT Services","Ohio","Columbus OH",74,
"Parkway Products","92%","$136.3m","Manufacturing","Kentucky","Cincinnati",1000,
"Lambert Vet Supply","92%","$113.4m","Consumer Products & Services","Nebraska","Nashville",145,
"Mitchell/Martin","92%","$145.2m","IT Services","New York","New York City",1000,
"Future State","92%","$16.5m","Business Products & Services","California","San Francisco",82,
"Veterans Home Care","92%","$18.5m","Health","Missouri","St. Louis MO-IL",96,
"Paragon D&E","92%","$38.7m","Manufacturing","Michigan","Grand Rapids-Wyoming MI",223,
"Restoration Media","92%","$6.2m","Advertising & Marketing","California","Los Angeles",33,
"Kaztronix","92%","$29.4m","Human Resources","Virginia","Washington DC",326,
"A-P-T Research","92%","$21.2m","Engineering","Alabama","Huntsville AL",128,
"TrainingFolks","92%","$8.4m","Education","North Carolina","Raleigh-Cary NC",28,
"Eliassen Group","92%","$171.6m","IT Services","Massachusetts","Boston",1077,
"CyraCom","92%","$48.6m","Business Products & Services","Arizona","Tucson AZ",1032,
"EnergyLogic","92%","$3.1m","Energy","Colorado","Boulder CO",40,
"HR Focal Point","92%","$5.8m","IT Services","Texas","Dallas",19,
"Callis Communications","92%","$10m","Telecommunications","Alabama","Mobile AL",37,
"eFileCabinet","92%","$2.9m","Software","Utah","Provo-Orem UT",28,
"Alphaserve Technologies","92%","$16.4m","IT Services","New York","New York City",80,
"Shopatron","91%","$15.7m","Software","California","San Luis Obispo-Paso Robles CA",153,
"Logenix International","91%","$19.6m","Logistics & Transportation","Virginia","Washington DC",18,
"Alpi International","91%","$5.1m","Advertising & Marketing","California","San Francisco",30,
"CheapCaribbean.com","91%","$389.8m","Travel & Hospitality","Texas","Dallas",294,
"Orbit Media Studios","91%","$3.3m","Business Products & Services","Illinois","Chicago",28,
"Terra Information Group","91%","$4.4m","IT Services","Illinois","Chicago",26,
"Solstice Mobile","91%","$12.8m","Business Products & Services","Illinois","Chicago",140,
"Formula PR","91%","$12.5m","Advertising & Marketing","New York","New York City",92,
"Lamination Depot","91%","$3.1m","Business Products & Services","California","Los Angeles",9,
"Liquid Web","91%","$49.5m","IT Services","Michigan","Lansing-East Lansing MI",390,
"Airnet Group","91%","$7.9m","IT Services","Tennessee","Chattanooga TN-GA",26,
"Restoration Hardware","91%","$1.1b","Retail","California","San Francisco",2900,
"CNE Direct","91%","$61.1m","Business Products & Services","Massachusetts","Boston",60,
"Atlas Bronze","91%","$10.8m","Manufacturing","New Jersey","Trenton-Ewing NJ",27,
"Comm3","91%","$4m","Telecommunications","Texas","Dallas",11,
"BEAR Data Systems","91%","$137.6m","IT Services","California","San Francisco",95,
"Self Edge","90%","$2.4m","Retail","California","San Francisco",17,
"Primary Residential Mortgage","90%","$224.2m","Financial Services","Utah","Salt Lake City",1640,
"Strategic Resources International","90%","$11.9m","IT Services","New Jersey","New York City",108,
"The Remi Group","90%","$46.9m","Business Products & Services","North Carolina","Charlotte",86,
"Plasticard Locktech International","90%","$35.3m","Manufacturing","North Carolina","Asheville NC",305,
"Total Beverage Solution","90%","$41.4m","Food & Beverage","South Carolina","Charleston-North Charleston SC",35,
"Stemp Systems Group","1937%","$6.7m","IT Services","New York","New York City",39,
"Blackhawk Network Holdings","90%","$959m","Financial Services","California","San Francisco",725,
"Destination Concepts","90%","$11.7m","Business Products & Services","California","San Diego",334,
"HomeWetBar.com","90%","$3.3m","Retail","Oklahoma","Oklahoma City OK",11,
"Nexus","90%","$334m","IT Services","California","Los Angeles",540,
"Embrace Home Loans","90%","$176.3m","Financial Services","Rhode Island","Providence-New Bedford-Fall River RI-MA",632,
"Funnel Design Group","90%","$4.2m","Advertising & Marketing","Oklahoma","Oklahoma City OK",13,
"Thycotic","90%","$4.3m","Software","District of Columbia","Washington DC",23,
"Proforma Promotionally Yours","90%","$3.2m","Business Products & Services","Kansas","Kansas City MO-KS",13,
"Pacific Union International","90%","$92.4m","Real Estate","California","San Francisco",510,
"Chinook Systems","90%","$2.4m","Energy","Virginia","Washington DC",14,
"J.G. Management Systems","90%","$11.4m","Business Products & Services","Colorado","Grand Junction CO",85,
"Intetics","90%","$12.5m","IT Services","Illinois","Chicago",418,
"Certent","90%","$10.2m","Financial Services","California","San Francisco",67,
"Candle Warmers Etc.","90%","$9.8m","Consumer Products & Services","Utah","Ogden-Clearfield UT",35,
"Interstate Companies","90%","$493.7m","Business Products & Services","Minnesota","Minneapolis",1150,
"Righteous Clothing Agency","90%","$5.2m","Food & Beverage","Oregon","Portland OR",35,
"Integrated Care Management","90%","$14.7m","Health","Georgia","Atlanta",91,
"MI Technologies","90%","$23m","Consumer Products & Services","California","San Diego",85,
"Therapy Source","90%","$15.9m","Health","Pennsylvania","Philadelphia",51,
"Graystone Capital","90%","$2.3m","Financial Services","California","San Jose",9,
"Coton Colors Express","90%","$6.4m","Consumer Products & Services","Florida","Tallahassee FL",30,
"Park Place Technologies","90%","$41.4m","IT Services","Ohio","Cleveland",210,
"Pacific Office Interiors","90%","$12.1m","Business Products & Services","California","Los Angeles",30,
"Flow-Cal","89%","$16.1m","Energy","Texas","Houston",57,
"TempStaff","89%","$24m","Human Resources","Mississippi","Jackson MS",3892,
"VXI Global Solutions","89%","$183.8m","Telecommunications","California","Los Angeles",10000,
"Demand Solutions Group","89%","$5.4m","Business Products & Services","California","San Jose",40,
"Evolver","89%","$50.5m","Government Services","Virginia","Washington DC",275,
"Sage Environmental Consulting","89%","$35m","Environmental Services","Texas","Austin",226,
"Earl & Brown","89%","$55.3m","Consumer Products & Services","Oregon","Portland OR",31,
"Best Value Technology","89%","$11.4m","Government Services","Virginia","Washington DC",80,
"US Med-Equip","89%","$19.5m","Health","Texas","Houston",83,
"Syrinx Consulting","89%","$9.5m","IT Services","Massachusetts","Boston",62,
"Instrumart","89%","$32.6m","Business Products & Services","Vermont","Burlington-South Burlington VT",51,
"ONLC Training Centers","89%","$17m","Education","Delaware","Philadelphia",30,
"Hogan Lovells","89%","$1.6b","Business Products & Services","District of Columbia","Washington DC",2280,
"England Logistics","89%","$314.7m","Logistics & Transportation","Utah","Salt Lake City",425,
"Opus Events Agency","89%","$22.5m","Advertising & Marketing","Oregon","Portland OR",85,
"MedExpress Pharmacy","89%","$29.9m","Health","North Carolina","Salisbury NC",26,
"The Boardroom Salon for Men","89%","$3m","Consumer Products & Services","Texas","Dallas",72,
"Peninsula Cleaning Service","89%","$2.9m","Business Products & Services","Virginia","Virginia Beach-Norfolk-Newport News VA-NC",364,
"NPE","89%","$4m","Health","Florida","Orlando FL",16,
"Clear Harbor","89%","$18.7m","Telecommunications","Georgia","Atlanta",1269,
"Cape Associates","89%","$25.1m","Construction","Massachusetts","Barnstable Town MA",112,
"QA Graphics","89%","$2.3m","Business Products & Services","Iowa","Des Moines-West Des Moines IA",32,
"SPS Industrial","89%","$2.4m","Government Services","Florida","Port St. Lucie FL",7,
"Zeon Solutions","88%","$11.8m","IT Services","Wisconsin","Milwaukee-Waukesha-West Allis WI",266,
"Worthwhile","88%","$2.1m","Advertising & Marketing","South Carolina","Greenville-Mauldin-Easley SC",25,
"Cask","88%","$15.4m","Government Services","California","San Diego",79,
"Midwest Underground Technology","88%","$49.1m","Construction","Illinois","Champaign-Urbana IL",150,
"PCi Tec","88%","$32.2m","Government Services","Virginia",,15,
"Faith Direct","88%","$2.1m","Financial Services","Virginia","Washington DC",13,
"Synergetic Information Systems","88%","$4.5m","Government Services","District of Columbia","Washington DC",41,
"SteelMaster Buildings","88%","$19.5m","Construction","Virginia","Virginia Beach-Norfolk-Newport News VA-NC",48,
"BenchMark Rehab Partners","88%","$58.8m","Health","Tennessee","Chattanooga TN-GA",733,
"Global Tower Partners","88%","$285.6m","Telecommunications","Florida","Miami",185,
"Catalyst Repository Systems","88%","$34.8m","Software","Colorado","Denver",145,
"Express Companies","88%","$5.5m","Business Products & Services","California","San Diego",14,
"US Mail Depot","88%","$5.4m","Business Products & Services","Texas","Dallas",12,
"AWC","88%","$283.7m","Manufacturing","Louisiana","Baton Rouge LA",360,
"Skyline Exhibits of Central Ohio","88%","$4.2m","Advertising & Marketing","Ohio","Columbus OH",16,
"National Food Group","88%","$56.9m","Food & Beverage","Michigan","Detroit",54,
"Benchmark Hospitality International","88%","$506.5m","Travel & Hospitality","Texas","Houston",4878,
"National Positions","88%","$12.9m","Advertising & Marketing","California","Los Angeles",128,
"Xantrion","88%","$9.5m","IT Services","California","San Francisco",44,
"Sage Data Security","88%","$2.4m","Security","Maine","Portland-South Portland-Biddeford ME",21,
"Seniors Home Care","88%","$3.2m","Health","Missouri","St. Louis MO-IL",131,
"Metropolitan Moving & Storage","88%","$2.5m","Logistics & Transportation","Maryland","Washington DC",35,
"Truepoint","88%","$6.6m","Financial Services","Ohio","Cincinnati",27,
"Nevada Corporate Headquarters","88%","$13.6m","Business Products & Services","Nevada","Las Vegas-Paradise NV",63,
"Field Fastener","88%","$35.3m","Manufacturing","Illinois","Rockford IL",65,
"DiscountMugs.com","88%","$77.2m","Business Products & Services","Florida","Miami",532,
"Magnolia Bakery","88%","$23.5m","Food & Beverage","New York","New York City",383,
"Coverity","87%","$60.4m","Software","California","San Francisco",257,
"Geocent","87%","$29.5m","IT Services","Louisiana","New Orleans-Metairie-Kenner LA",230,
"Connolly","87%","$243.5m","Financial Services","Connecticut","Bridgeport-Stamford-Norwalk CT",1065,
"Lexington Wealth Management","87%","$3.6m","Financial Services","Massachusetts","Boston",13,
"Blacklight.com","87%","$2.3m","Retail","Illinois","Chicago",8,
"MelroseMAC","87%","$47.1m","Computer Hardware","California","Los Angeles",59,
"APTech Group","87%","$4.4m","Manufacturing","Ohio","Cincinnati",16,
"Provenance Consulting","87%","$8.5m","Engineering","Texas","Borger TX",54,
"ENVIRO-SAFE RESOURCE RECOVERY","87%","$3.3m","Environmental Services","Wisconsin","Milwaukee-Waukesha-West Allis WI",8,
"Freeit","87%","$5.3m","IT Services","Texas","Austin",6,
"Market Street Solutions","87%","$5.2m","Business Products & Services","Tennessee","Chattanooga TN-GA",15,
"DTI","87%","$187.3m","Business Products & Services","Georgia","Atlanta",2435,
"Switchfast Technologies","87%","$5.7m","IT Services","Illinois","Chicago",62,
"Boats.net","87%","$33.4m","Retail","Florida","Sebring FL",42,
"Valor IT","87%","$3.9m","IT Services","Arizona","Phoenix",27,
"RK Environmental Services","87%","$5.3m","Business Products & Services","New Jersey","New York City",46,
"HyGen Pharmaceuticals","87%","$7.9m","Health","Washington","Seattle",12,
